date        , rating, review_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , film_id                 , film_title                     , director
14 Nov 2025 ,    4.5, Falei sobre o Agente Secreto no canal. Confira.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , the-secret-agent-2025   , The Secret Agent (2025)        , Kleber Mendonça Filho
15 Feb 2026 ,    4.5, "My favorite part of this was when the two oafish hitmen take a contract on our main character for 60,000 and then subcontract it out to an even more oafish local for 4,000 with uh... mixed results. "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , the-secret-agent-2025   , The Secret Agent (2025)        , Kleber Mendonça Filho
18 May 2025 ,    4.5, "THE SECRET AGENT exudes a deep love for Brazil, its people, its history, its customs, but also for cinema itself. Kleber Mendonça Filho is operating in full noir political thriller mode, mixing historical intrigue with character-driven drama through the use of split diopter shots, split screens, editing wipes, a fantastical sequence involving Brazils hairy-leg folklore, and more! Mendonça Filho is clearly having fun, and were just along for the smooth, sun-drenched ride. Its definitely a slow burn though as it moves at an unhurried pace (it doesnt fully kick in until after the first hour), allowing each frame and narrative thread to breathe. At its center is Wagner Moura, who commands the screen with old-school movie star confidence  effortless magnetism. Fascinating from start to finish."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , the-secret-agent-2025   , The Secret Agent (2025)        , Kleber Mendonça Filho
24 Oct 2025 ,    3.0, "Começa bem demais (boa parte da primeira parcela eu achei maravilhosa), ele foi me fisgando totalmente pra depois ir caindo muito e me perdendo demais. Muito. Ótimos momentos de atmosfera num filme desconjuntado que causa um certo constrangimento sempre pelo modo que ele é executado, nunca pelo assunto que ele está falando e tratando. Tem mil filmes dentro desse filme, mas ele não consegue ser plenamente e desenvolver nem um filme quase existencial muito atmosférico á lá Profissão Repórter (Professione reporter), Pelos Caminhos do Inferno (Wake in Fright) e A Lira do Delírio no seu estudo de personagem, nem uma emulação de thriller setentista de fuga e ação ou um drama sobre paternidade, memória, preconceito e ditadura. "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , the-secret-agent-2025   , The Secret Agent (2025)        , Kleber Mendonça Filho
05 Aug 2025 ,    3.0, "To me a really great example of originality and provocation meaning very little if a film doesnt deliver on its presented ideas, its more interesting in structure than content but even the shifting POV doesnt amount to much. Theres a stretch in the middle (the best part imo) between a disgruntled cop and a young troublemaker where Cregger seems to be introducing elements of coincidence, human fallibility, and even how our institutions can fail to protect our kids, but otherwise the whole Magnolia thing is mostly a gimmick to control when information is revealed. There are so many intriguing dynamics in this town that are ultimately dead-ended in service of a crazy third act that people will hoot and holler about, but despite more sophisticated filmmaking after Barbarian this feels even more fractured in its ambitions. Many more thoughts didnt hate it but didnt get much out of it either."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , weapons-2025            , Weapons (2025)                 , Zach Cregger
09 Aug 2025 ,    5.0, "me likey dat!!!! cregger is clearly fascinated by the unspoken horror of suburbia and i am so impressed that a movie so clearly set up as a parable for school shootings and the way people respond with anger and panic to things they dont understand, can wrap up in such a deeply funny way. still made me emotional at a few points felt upset at the injustice of everybody calling for justines head, felt heartbroken when alex was having to open the soup cans alone, felt teary when he hugged his parents at the end. entire cast is really good but i came away absolutely loving austin abrams. i think hes such an underrated actor. betting big on him now"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , weapons-2025            , Weapons (2025)                 , Zach Cregger
30 Jul 2025 ,    4.5, "I moderated a QA screening with Zach Cregger for this film so I was sent a screener link the night before to watch it
                      when I started the film I was sitting in a pitch black hotel room. by the 40 minute mark I had turned on a single lamp. and by the end of the film I was sitting in a fully lit room."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , weapons-2025            , Weapons (2025)                 , Zach Cregger
07 Aug 2025 ,    2.5, 48                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , weapons-2025            , Weapons (2025)                 , Zach Cregger
07 Aug 2025 ,    1.0, Two nightmares                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , weapons-2025            , Weapons (2025)                 , Zach Cregger
05 Aug 2025 ,    2.5, "I wouldve had infinitely more fun with Weapons if half of it didnt feel like a Wikipedia summary of the film I was currently watching. Because when this film is nasty and irreverent, its a riot. When its pushing every piece of the puzzle into place it loses quite a bit of steam."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , weapons-2025            , Weapons (2025)                 , Zach Cregger
06 Aug 2025 ,    4.0, "After more than a decade of impassioned  and often maddeningly semantic  debate over the concept of elevated horror, it doesnt feel like a coincidence that the most exciting new voice in mainstream horror is a smart guy whos obsessed with scary basements."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , weapons-2025            , Weapons (2025)                 , Zach Cregger
05 Oct 2025 ,    0.0, U guys I showed up to my flight hungover and took my sleeping pill too early then the flight was delayed for four hours and I fell asleep on the floor of the airport and then I woke up and almost missed my flight now were waiting on the plane and I thought now would be a good time to log some moviesanyways I really loved this one                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , weapons-2025            , Weapons (2025)                 , Zach Cregger
05 Aug 2025 ,    1.0, "The most bizarre, perplexing, confusing cinema experience of my life. "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , weapons-2025            , Weapons (2025)                 , Zach Cregger
04 Aug 2025 ,    4.5, "zach cregger has built such a distinct identity in horror and its fucking awesome. this really is an electric look at a filmmaker leveling up after a debut feature. a tense dissection of social paranoia and creggers own personal look at grief with moments and flashes of horror genius set in this small town suburban mystery with a narrative structure reminiscent of magnolia, while also being hilarious and creative and frightening in ways you dont quite expect. great theater experience."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , weapons-2025            , Weapons (2025)                 , Zach Cregger
07 Aug 2025 ,    4.5, "we simply dont get many horrors like this very often anymore, ones that are so merciless and unashamedly silly in their execution, the kind of film that makes me want to sit and watch with a variety of people simply to see how they respond to specific scenes (and fucking hell are there a lot of uber-stupid scenes in this). truly unsettling, and thrives as a paranoia-fueled spectacle, bound with an array of perspectives that play out in their own absurdist ways, feeding you little by little in terms of insight until it all blows up. I love how the whole thing deals with coercion, punishing characters for seemingly insignificant acts that they initially objected to translating in people quite literally being weaponised against one another. A world that penalises weakness. and when I say this is funny, I mean its really fucking funny at points - my whole screening was dying on multiple occasions, as was I (which shouldve been suspected after barbarian). Zach Cregger is the man. the whole thing is so much fun, silly provocations and all. I loved this shit. Lots. If you were to call it slightly hollow down to its many riffs and low-brow cuts, I wouldnt even contest it I just simply had such a great time. I cant picture everyone loving it."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , weapons-2025            , Weapons (2025)                 , Zach Cregger
